22403 0.4542428034 1979 0 2 5.8 0.2 1.6 -99999 5.2 6.7 4.9 5.6 3 3 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 2 1 2 2 2 2 1 1.7142857143 2 2 2 2 2 2 2 2 1 0 0 2 1 0 0 0.5714285714 1 1 1 2 3 1 0 1.2857142857 2 2 2 1 1 1 1.5 -99999
22801 0.6386728459 1980 1 1 0 8.2 4.2 6.3 5.2 0.1 -99999 -99999 -99999 -99999 0 0 1 3 0 3 0 1 0 0.8888888889 2 2 2 3 2 2 2 2.1428571429 2 2 2 2 2 2 2 2 2 2 2 2 0 3 1 1.7142857143 0 1 1 0 0 1 2 0.7142857143 1 2 1 1 1 2 1.3333333333 1
23701 2.0746423398 1981 1 3 7.7 4.5 3.2 4.5 6 8.1 5.7 9.2 2 3 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 3 3 2 3 3 3 2 2.7142857143 3 3 3 3 3 3 3 3 0 0 1 1 1 1 0 0.5714285714 0 0 0 0 1 1 0 0.2857142857 0 1 0 1 2 1 0.8333333333 0
23901 1.739058881 1980 1 3 0.1 0 1.8 1.9 4.4 0.5 1.5 0.6 1 1 0 0 1 2 0 3 0 1 0 0.7777777778 1 2 2 2 2 1 1 1.5714285714 2 2 1 3 1 3 0 1.7142857143 0 3 0 1 2 0 2 1.1428571429 0 1 1 3 0 0 0 0.7142857143 1 1 2 1 1 1 1.1666666667 0
23902 0.9498084291 1983 0 3 -99999 0.4 0.9 0.3 -99999 1 1.1 -99999 0 3 1 1 0 3 1 2 0 0 1 1 1 1 1 2 1 2 2 1.4285714286 2 2 3 2 2 2 3 2.2857142857 1 1 0 3 3 3 0 1.5714285714 0 3 0 3 1 0 1 1.1428571429 -99999 -99999 -99999 -99999 -99999 -99999 -99999 0
23903 1.6301333108 1984 0 3 -99999 0.4 0.7 2.3 5.5 8.5 8.2 9.3 2 3 1 1 1 1 1 2 1 1 1 1.1111111111 2 2 2 2 2 2 2 2 2 1 2 3 3 3 3 2.4285714286 0 0 1 0 1 0 1 0.4285714286 0 1 0 0 0 0 0 0.1428571429 -99999 -99999 -99999 -99999 -99999 -99999 -99999 7
24001 1.6545098843 1984 0 3 2.7 1.2 0.7 0.9 4.7 7.3 6.7 7.7 3 3 1 1 1 3 0 2 1 1 1 1.2222222222 2 2 2 2 3 3 1 2.1428571429 2 1 2 2 2 2 2 1.8571428571 0 1 1 1 1 1 0 0.7142857143 1 2 0 2 2 0 1 1.1428571429 1 1 1 2 2 2 1.5 5
24402 1.9484945505 1979 1 3 6.8 8.2 3.2 1.9 8.7 7 8.8 8.8 2 2 1 1 0 3 1 2 1 0 1 1.1111111111 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 1 0 1 0 0 1 0.4285714286 0 0 0 1 1 0 1 0.4285714286 1 1 1 1 2 1 1.1666666667 4
24901 1.7426405729 1982 0 3 4.7 5.3 5.3 5.5 4.5 4 3.7 4.7 1 2 1 1 2 2 0 2 1 0 1 1.1111111111 2 1 2 2 2 2 2 1.8571428571 2 1 2 2 2 2 2 1.8571428571 0 0 0 0 0 0 0 0 0 2 2 2 1 1 0 1.1428571429 2 2 1 2 2 2 1.8333333333 1
24902 1.7619335518 1984 1 3 3.9 3 3.9 7 2.6 3.6 5 6.6 2 0 3 0 3 3 0 3 0 2 0 1.5555555556 1 1 2 2 2 2 2 1.7142857143 3 3 3 2 2 3 2 2.5714285714 0 1 1 0 0 1 2 0.7142857143 0 2 0 -99999 3 0 0 0.8333333333 1 1 0 1 2 1 1 4
25001 2.1670921275 1982 0 3 -99999 8.1 9.1 5.5 -99999 4.7 5.2 3.9 3 3 1 1 1 2 0 3 0 1 0 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 1 1 3 1 1 0 1 0 0 0 1 0 0 0 0.1428571429 2 1 1 2 2 2 1.6666666667 4
25201 2.6218435913 1983 1 3 5 2.7 4.5 7 7.4 5.5 4.6 6.5 2 3 1 -99999 1 2 0 2 0 2 1 1.125 2 2 3 2 2 2 2 2.1428571429 3 3 2 2 2 2 2 2.2857142857 0 0 0 1 0 0 1 0.2857142857 0 0 0 3 3 0 0 0.8571428571 1 1 0 1 2 1 1 2
25401 1.8774385996 1981 0 3 5.3 5.5 5.3 3.2 1.6 1.3 4.7 3.2 2 2 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 1 1 2 2 2 2 3 1.8571428571 1 1 2 2 1 2 2 1.5714285714 0 0 0 0 3 0 1 0.5714285714 3 2 3 2 3 2 2 2.4285714286 1 1 2 2 2 2 1.6666666667 6
25402 1.8076317262 1982 1 3 2.7 6.1 3.7 1.8 4.7 6.2 8.2 6.4 2 1 1 1 1 0 1 0 1 3 -99999 1 1 1 1 2 2 2 1 1.4285714286 3 3 3 3 3 3 3 3 1 2 0 0 1 0 0 0.5714285714 0 0 0 1 1 0 0 0.2857142857 0 0 1 2 2 1 1 6
25501 1.9475524752 1983 1 3 3.9 7.9 8.4 9.3 7 8.4 8.9 8.7 3 3 0 1 1 3 0 2 0 1 1 1 2 1 2 2 1 2 2 1.7142857143 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 0 0 0 0 0 0 0 0 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999
25502 1.8945735339 1984 1 3 3 6.6 8.4 7 -99999 9.4 9.9 9.3 3 3 0 1 1 3 0 2 0 0 1 0.8888888889 3 1 2 2 3 3 2 2.2857142857 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 0 0 0 2 1 0 1 0.5714285714 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 1 2 0 2 2 1 1.3333333333 -99999
25601 1.640490119 1980 1 3 9.6 6.3 3.4 3.7 8.5 5.9 5.6 4.8 2 3 1 1 0 1 1 2 1 1 1 1 1 1 1 2 1 2 1 1.2857142857 2 1 2 2 2 2 2 1.8571428571 0 2 2 1 0 1 1 1 0 1 1 3 1 1 2 1.2857142857 2 1 1 1 2 1 1.3333333333 2
25801 2.0017744743 1980 1 3 8.7 9.4 5.3 -99999 6.5 6.1 2.6 2.6 3 3 1 2 1 3 0 2 0 1 -99999 1.25 1 2 2 2 1 2 2 1.7142857143 2 1 2 3 2 2 2 2 2 1 0 2 0 0 1 0.8571428571 0 0 1 2 0 1 0 0.5714285714 2 1 1 1 2 1 1.3333333333 3
25802 1.9643773975 1981 1 3 9.3 6.3 -99999 3.2 6.8 5.4 5 6 2 3 0 0 2 3 1 1 1 0 -99999 1 2 1 2 3 2 2 2 2 2 2 2 2 2 2 2 2 1 0 0 2 1 0 2 0.8571428571 0 0 0 0 0 0 0 0 1 1 1 2 2 1 1.3333333333 7
25803 1.8763941903 1984 0 3 3.9 1 2.3 2.3 6.2 5.7 1.4 6.4 2 3 1 3 1 3 1 2 0 1 3 1.6666666667 2 1 3 3 2 2 1 2 2 2 2 3 2 1 2 2 0 1 0 1 0 0 0 0.2857142857 1 1 1 0 0 1 1 0.7142857143 -99999 -99999 -99999 -99999 -99999 -99999 -99999 0
27201 1.9817200097 1984 0 3 4.7 6.1 7.5 8.7 8.2 7.3 8.1 9.4 2 2 0 2 2 3 0 2 0 1 0 1.1111111111 3 1 3 3 2 2 3 2.4285714286 2 1 2 3 1 2 2 1.8571428571 0 1 0 3 1 0 1 0.8571428571 0 0 0 0 1 0 1 0.2857142857 1 1 1 1 3 1 1.3333333333 5
28502 0.3941697043 1981 1 1 5.8 0.7 8.7 7.7 4.9 5.5 2.2 3.2 3 3 0 1 0 3 3 1 1 1 3 1.4444444444 1 1 2 3 2 3 3 2.1428571429 2 3 2 2 3 3 2 2.4285714286 1 0 2 3 2 3 0 1.5714285714 0 0 1 1 0 0 0 0.2857142857 2 1 2 2 2 2 1.8333333333 6
28701 2.1280727549 1981 1 3 7.9 -99999 2.7 -99999 3.7 -99999 -99999 -99999 -99999 -99999 1 2 0 2 1 2 1 0 2 1.2222222222 3 2 3 3 3 3 3 2.8571428571 2 2 2 2 2 2 2 2 0 2 0 3 0 0 0 0.7142857143 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 4
28801 1.6506934261 1979 0 3 5.8 2.5 5.3 4.2 5.2 5.4 2.2 6.6 2 3 0 1 2 3 2 2 1 1 1 1.4444444444 3 3 3 3 3 3 2 2.8571428571 3 3 3 3 3 3 3 3 0 0 0 3 0 0 0 0.4285714286 0 1 0 3 0 0 0 0.5714285714 1 1 1 1 1 1 1 1
28901 1.8071260756 1981 0 3 4.7 4.2 5.3 1.6 7.1 7.7 7.5 6.7 2 2 0 2 1 3 1 1 0 1 3 1.3333333333 2 2 2 2 2 3 1 2 2 3 2 2 2 2 2 2.1428571429 0 0 1 2 1 0 1 0.7142857143 0 0 0 3 0 0 1 0.5714285714 1 1 1 2 2 2 1.5 6
29001 0.3247420688 1979 1 1 2.3 1.3 2.3 5.3 4.7 7.8 5.3 3.7 2 2 1 1 1 2 1 2 1 3 2 1.5555555556 2 2 2 3 2 2 2 2.1428571429 2 2 3 3 3 2 2 2.4285714286 0 0 0 2 0 1 0 0.4285714286 0 0 0 0 0 0 0 0 -99999 -99999 -99999 -99999 -99999 -99999 -99999 0
29002 0.3990666897 1983 0 1 1.4 0.4 0.3 1.6 2.9 3.2 5.3 5.4 0 1 1 1 1 3 0 2 1 1 -99999 1.25 3 2 2 2 3 2 2 2.2857142857 2 2 1 3 2 3 2 2.1428571429 0 1 0 2 1 0 1 0.7142857143 0 0 0 1 1 0 0 0.2857142857 1 2 2 2 2 2 1.8333333333 7
29401 1.7082021542 1983 0 3 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 3 2 2 2 1 3 3 2.2857142857 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 0 2 0 0 0 0 0 0.2857142857 0 2 0 1 3 0 1 6
31201 2.0726739142 1983 0 3 0.9 4.7 2.1 0.1 1.4 4.9 2.4 4.2 3 0 1 2 0 0 0 3 0 0 -99999 0.75 3 0 3 3 3 3 1 2.2857142857 0 1 1 3 1 3 3 1.7142857143 0 0 0 3 0 0 0 0.4285714286 0 3 0 3 3 0 3 1.7142857143 1 0 1 1 3 2 1.3333333333 5
31401 2.2628828209 1981 0 3 7.9 8.7 8.1 8.4 8.1 -99999 7.2 4.2 0 3 0 1 1 3 0 1 0 0 1 0.7777777778 1 1 2 1 2 2 1 1.4285714286 2 2 2 2 2 2 2 2 1 1 0 3 0 0 2 1 0 2 0 0 2 0 1 0.7142857143 2 2 2 2 2 2 2 -99999
31402 2.2248055237 1983 1 3 7.9 8.4 8.4 4.7 3.3 4.9 5 5.5 3 3 0 0 1 3 1 2 2 2 2 1.4444444444 1 2 2 1 2 1 2 1.5714285714 1 1 2 1 1 1 2 1.2857142857 0 0 0 0 2 0 0 0.2857142857 1 3 0 1 3 1 0 1.2857142857 1 1 1 1 2 1 1.1666666667 3
33301 0.7167838268 1980 1 2 6.1 6.3 7.7 8.7 6.4 4.3 2.3 5.5 3 0 0 1 1 2 1 2 1 0 0 0.8888888889 3 1 3 3 3 3 3 2.7142857143 3 2 3 3 3 3 3 2.8571428571 0 0 1 3 0 1 0 0.7142857143 0 0 0 0 0 1 0 0.1428571429 0 1 1 2 3 2 1.5 1
33801 0.6378391243 1980 1 2 6.1 8.4 5.3 7 1.7 1.8 0.3 3.4 3 0 1 1 1 1 0 3 0 1 0 0.8888888889 2 2 3 3 2 2 2 2.2857142857 3 2 3 3 3 3 3 2.8571428571 1 0 1 1 1 0 0 0.5714285714 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 2
33901 0.5432132332 1981 1 2 0.2 0.1 1.3 0.4 -99999 0.1 0.1 1.1 2 2 2 2 3 3 0 2 1 2 2 1.8888888889 2 2 2 0 3 3 3 2.1428571429 1 1 1 2 1 2 2 1.4285714286 0 0 0 0 0 0 0 0 2 2 3 2 1 2 2 2 2 2 2 1 2 1 1.6666666667 -99999
34001 0.5765681149 1981 0 2 5.8 5.3 8.1 6.8 2.6 0.1 0.1 0.1 3 0 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 2 2 2 2 1 2 2 1.8571428571 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 0 1 3 1 0 0 2 1 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999
34002 0.5879783618 1983 1 2 7 7.9 4.5 4.7 1.1 6.4 3.5 5.1 2 3 1 0 0 3 1 2 0 0 0 0.7777777778 2 1 2 3 2 2 2 2 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 1 2 0 3 1 1 0 1.1428571429 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 2 2 0 2 1 2 1.5 -99999
37301 0.9498084291 1981 0 3 -99999 8.8 8.4 8.4 -99999 4.9 8.1 4.7 2 2 1 1 2 3 1 3 0 0 0 1.2222222222 2 2 2 2 2 3 2 2.1428571429 3 2 2 2 2 2 2 2.1428571429 0 0 0 2 0 0 0 0.2857142857 0 1 0 0 1 1 0 0.4285714286 2 1 1 2 2 1 1.5 7
37302 1.6826246605 1983 1 3 8.6 8.2 8.4 8.1 3.7 9.1 3.5 4.7 1 3 1 2 0 3 1 3 1 0 1 1.3333333333 1 2 2 2 2 2 2 1.8571428571 0 2 2 3 3 3 2 2.1428571429 0 1 0 1 1 0 1 0.5714285714 0 0 0 3 0 2 0 0.7142857143 1 1 1 1 1 1 1 4
37401 1.4553166497 1980 1 3 2.7 3.7 8.8 6.3 7.3 1.7 5.4 4.8 3 3 1 2 1 1 1 0 0 1 2 1 2 2 3 3 2 3 1 2.2857142857 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 0 1 1 1 1 1 1 0.8571428571 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 1
37403 1.3641640967 1984 0 3 8.6 5.8 6.6 5.8 5.7 6.7 1.9 3.2 2 1 0 0 0 3 0 3 0 1 0 0.7777777778 3 2 1 3 2 3 1 2.1428571429 3 3 2 3 3 3 2 2.7142857143 1 1 0 2 0 0 0 0.5714285714 0 0 0 0 0 0 0 0 -99999 -99999 -99999 -99999 -99999 -99999 -99999 1
37901 0.5455007002 1983 1 2 5 5.8 -99999 4.7 3.8 0.7 -99999 0.5 2 2 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 1 2 3 3 1 2 2 2 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 3 1 3 3 3 3 3 2.7142857143 2 1 2 2 2 2 1.8333333333 5
38202 0.8483944487 1983 1 2 3.9 4.7 1.6 -99999 5.4 3.8 2.2 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 2 3 3 2 2 3 2 2.4285714286 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 0 0 0 0 0 0 0 0 0 3 3 2 0 1 1.5 1
38901 0.9498084291 1983 1 3 -99999 6.3 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 0 0 1 3 0 2 0 1 1 0.8888888889 2 0 2 3 1 2 2 1.7142857143 1 1 2 2 2 2 2 1.7142857143 0 2 1 2 2 1 3 1.5714285714 0 2 1 1 2 0 1 1 -99999 -99999 -99999 -99999 -99999 -99999 -99999 4
39101 0.8441054479 1982 1 2 0.1 0.2 2.1 3.2 3.1 2.2 1.1 1.9 3 3 1 1 2 1 2 1 0 3 3 1.5555555556 1 3 1 2 1 3 3 2 2 2 2 2 1 2 1 1.7142857143 0 2 1 1 1 1 0 0.8571428571 0 0 1 0 1 0 0 0.2857142857 2 1 1 1 1 1 1.1666666667 5
39501 0.9498084291 1984 1 2 -99999 5 6.1 1.6 -99999 5.7 3.5 4.5 2 2 1 1 1 1 0 1 1 0 1 0.7777777778 3 2 2 2 2 2 2 2.1428571429 2 2 2 3 2 2 2 2.1428571429 0 0 0 0 0 0 1 0.1428571429 0 0 0 0 3 0 0 0.4285714286 1 1 1 2 2 1 1.3333333333 4
39702 0.8006766816 1982 0 2 4.5 0.1 1.9 3 4.5 4.3 2.3 8 3 2 0 1 1 1 1 0 0 0 -99999 0.5 2 2 2 2 2 2 1 1.8571428571 2 1 2 2 1 2 2 1.7142857143 0 0 0 3 0 0 0 0.4285714286 2 0 0 0 1 1 1 0.7142857143 2 2 2 2 2 1 1.8333333333 2
39901 2.016853698 1984 1 3 8.8 3.9 3 5.8 7.9 9.6 8.6 7.9 2 1 1 2 0 2 1 1 1 0 1 1 3 2 2 2 2 3 2 2.2857142857 2 2 2 2 2 2 2 2 0 1 0 2 0 1 2 0.8571428571 1 1 0 1 1 0 1 0.7142857143 1 1 1 1 2 1 1.1666666667 4
40101 1.5478627517 1982 0 3 9.3 6.3 -99999 4.5 1.9 3 5.4 5.5 2 2 1 1 1 3 0 3 0 0 0 1 2 2 2 3 2 3 0 2 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 0 0 0 0 0 0 0 0 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999 -99999
